"exp#pol";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"quedó grabado el nombre#positive";"0";"1";"2";"quedó grabado el nombre";"V N N N";"quedó#3 grabado#2 el#1001 nombre#3"
"suele ser algo molesto#negative";"0";"1";"2";"suele ser algo molesto";"N N A N";"suele#7 ser#35 algo#50 molesto#4"
"en el último piso#negative";"0";"1";"2";"en el último piso";"P G N N";"en#860 el#1001 último#7 piso#4"
"uno de los mejores#positive";"0";"1";"2";"uno de los mejores";"G O O O";"uno#22 de#1387 los#274 mejores#10"
"es apto para bebes#positive";"0";"1";"2";"es apto para bebes";"N P G N";"es#476 apto#3 para#378 bebes#2"
"son dignos de mencionar#positive";"0";"1";"2";"son dignos de mencionar";"N N P G";"son#117 dignos#2 de#1387 mencionar#2"
"muy bien de precio#strongpositive";"0";"1";"2";"muy bien de precio";"O V O O";"muy#623 bien#212 de#1387 precio#79"
"en el centro madrid#positive";"0";"1";"2";"en el centro Madrid";"O O O R";"en#860 el#1001 centro#95 madrid#100"
"no había excesivo ruido#positive";"0";"1";"2";"no había excesivo ruido";"D N P O";"no#332 había#24 excesivo#3 ruido#16"
"lo mejor del hotel#strongpositive";"0";"1";"2";"lo mejor del hotel";"G N N N";"lo#309 mejor#67 del#362 hotel#647"
"incluido en el precio#positive";"0";"1";"2";"incluido en el precio";"O O O O";"incluido#10 en#860 el#1001 precio#79"
"muy bien comunicado con#strongpositive";"0";"1";"5";"muy bien comunicado con";"G G N N";"muy#623 bien#212 comunicado#15 con#413"
"con todas las comodidades#strongpositive";"0";"1";"8";"con todas las comodidades";"N N V N";"con#413 todas#28 las#355 comodidades#15"
"nada del otro mundo#negative";"0";"1";"2";"Nada del otro mundo";"R D G N";"nada#60 del#362 otro#12 mundo#11"
"muy bien situado cerca#strongpositive";"0";"1";"2";"muy bien situado cerca";"G N N O";"muy#623 bien#212 situado#65 cerca#74"
"lo mejor de todo#positive";"0";"1";"2";"lo mejor de todo";"V G P G";"lo#309 mejor#67 de#1387 todo#193"
"aunque suele haber grupos#negative";"0";"1";"2";"Aunque suele haber grupos";"R N N N";"aunque#79 suele#7 haber#10 grupos#4"
"deja mucho que desear#negative";"0";"1";"3";"deja mucho que desear";"N O V G";"deja#4 mucho#66 que#771 desear#6"
"necesita una reforma urgente#negative";"0";"1";"2";"necesita una reforma urgente";"G G N N";"necesita#10 una#277 reforma#7 urgente#2"
"se en cuentra en#positive";"0";"1";"2";"se en cuentra en";"N O O O";"se#195 en#860 cuentra#2 en#860"
"en la gran via#positive";"0";"1";"4";"en la gran via";"O O O P";"en#860 la#1114 gran#85 via#24"
"no hubo ningún problema#positive";"0";"1";"2";"no hubo ningún problema";"D G G N";"no#332 hubo#3 ningún#11 problema#13"
"un poco pequeñas de tamaño#negative";"1";"1";"1";"un poco pequeñas de tamaño";"G N N P G";"un#503 poco#59 pequeñas#13 de#1387 tamaño#10"
"una sola vez por semana#negative";"1";"1";"1";"una sola vez por semana";"G N N N N";"una#277 sola#3 vez#35 por#252 semana#42"
"carezca del nivel de personalización#negative";"1";"1";"1";"carezca del nivel de personalización";"N O O O O";"carezca#1 del#362 nivel#3 de#1387 personalización#1"
"invitan a pasar largas temporadas#positive";"1";"1";"1";"invitan a pasar largas temporadas";"V D N V N";"invitan#2 a#550 pasar#30 largas#1 temporadas#1"
"un poco "" fresca ""#negative";"1";"1";"1";"un poco "" fresca """;"O O O O O";"un#503 poco#59 ""#38 fresca#1 ""#38"
"muy cómodo si tienes coche#strongpositive";"1";"1";"1";"Muy cómodo si tienes coche";"R V G N V";"muy#623 cómodo#16 si#116 tienes#26 coche#19"
"a escasos 5 minutos andando#positive";"1";"1";"1";"a escasos 5 minutos andando";"D N O N C";"a#550 escasos#1 5#29 minutos#38 andando#30"
"no es el mas adecuado#negative";"1";"1";"1";"no es el mas adecuado";"D N N V G";"no#332 es#476 el#1001 mas#57 adecuado#10"
"no tenia vista al mar#negative";"1";"1";"1";"no tenia vista al mar";"D N O G N";"no#332 tenia#7 vista#8 al#171 mar#9"
"digno de ver y estar#positive";"1";"1";"1";"digno de ver y estar";"N P A G N";"digno#1 de#1387 ver#42 y#1185 estar#20"
"esta en un lugar perfecto#strongpositive";"1";"1";"1";"esta en un lugar perfecto";"N P G N O";"esta#112 en#860 un#503 lugar#42 perfecto#35"
"con un ambiente poco ruidoso#positive";"1";"1";"1";"con un ambiente poco ruidoso";"A G G N N";"con#413 un#503 ambiente#13 poco#59 ruidoso#2"
"tiene desde la terraza unas#strongpositive";"1";"1";"1";"Tiene desde la terraza unas";"R O O O O";"tiene#95 desde#50 la#1114 terraza#19 unas#34"
"a un par de manzanas#positive";"1";"1";"1";"a un par de manzanas";"D G G O O";"a#550 un#503 par#8 de#1387 manzanas#2"
"no es la más correcta#negative";"1";"1";"1";"no es la más correcta";"O O O O O";"no#332 es#476 la#1114 más#55 correcta#6"
"no tiene nada para destacar#negative";"1";"1";"1";"no tiene nada para destacar";"D N O O O";"no#332 tiene#95 nada#60 para#378 destacar#12"
"con gran disposición a ayudar#positive";"1";"1";"1";"con gran disposición a ayudar";"G G N D G";"con#413 gran#85 disposición#2 a#550 ayudar#4"
"ha sido una experiencia inolvidable#strongpositive";"1";"1";"1";"ha sido una experiencia inolvidable";"N N G N G";"ha#45 sido#27 una#277 experiencia#15 inolvidable#5"
"se porto a la altura#positive";"1";"1";"1";"se porto a la altura";"O O O O O";"se#195 porto#1 a#550 la#1114 altura#4"
"con gran vocación de servicio#strongpositive";"1";"1";"1";"con gran vocación de servicio";"A G N P N";"con#413 gran#85 vocación#1 de#1387 servicio#85"
"a menos de 100 metros#positive";"1";"1";"1";"a menos de 100 metro";"D N P O N";"a#550 menos#24 de#1387 100#8 metros#13"
"ni grandes ni muy pequeñas#positive";"1";"1";"1";"ni grandes ni muy pequeñas";"N V G G N";"ni#41 grandes#25 ni#41 muy#623 pequeñas#13"
"funcionaba a las mil maravillas#strongpositive";"1";"1";"1";"funcionaba a las mil maravillas";"V D G N N";"funcionaba#5 a#550 las#355 mil#1 maravillas#1"
"cómodo para viajes de negocios#positive";"1";"1";"1";"cómodo para viajes de negocios";"V G N P N";"cómodo#16 para#378 viajes#9 de#1387 negocios#10"
"no es de pantalla plana#negative";"1";"1";"1";"no es de pantalla plana";"D N P N N";"no#332 es#476 de#1387 pantalla#3 plana#6"
"situado en la gran vía#positive";"1";"1";"1";"situado en la Gran Vía";"N O O R R";"situado#65 en#860 la#1114 gran#85 vía#21"
"puedes ir desde alli andando#positive";"1";"1";"1";"puedes ir desde alli andando";"V Q G N V";"puedes#20 ir#51 desde#50 alli#8 andando#30"
"situado a 15 minutos andando#positive";"1";"1";"1";"situado a 15 minutos andando";"V D O N C";"situado#65 a#550 15#12 minutos#38 andando#30"
"sin ninguna clase de problema#positive";"1";"1";"1";"sin ninguna clase de problema";"N P G O O";"sin#87 ninguna#7 clase#6 de#1387 problema#13"
"lo he pasado muy bien#strongpositive";"1";"1";"1";"lo he pasado muy bien";"O Q O V G";"lo#309 he#45 pasado#14 muy#623 bien#212"
"se sale de los estándares#strongpositive";"1";"1";"1";"se sale de los estándares";"O O O O O";"se#195 sale#5 de#1387 los#274 estándares#1"
"a un paso del hotel#positive";"1";"1";"1";"a un paso del Hotel";"D G N O R";"a#550 un#503 paso#10 del#362 hotel#647"
"senti como en mi casa#positive";"1";"1";"1";"senti como en mi casa";"V N P N N";"senti#3 como#114 en#860 mi#64 casa#16"
"no todos los dias cambiaban#negative";"1";"1";"1";"no todos los dias cambiaban";"D N N N O";"no#332 todos#66 los#274 dias#18 cambiaban#1"
"con todas las comodidades clásicas#positive";"1";"1";"1";"con todas las comodidades clásicas";"A V G N N";"con#413 todas#28 las#355 comodidades#15 clásicas#1"
"con gran variedad de productos#strongpositive";"1";"1";"1";"con gran variedad de productos";"A G N P N";"con#413 gran#85 variedad#31 de#1387 productos#6"
"a una calle de distancia#positive";"1";"1";"1";"a una calle de distancia";"D G N P G";"a#550 una#277 calle#16 de#1387 distancia#4"
"en el centro de león#positive";"1";"1";"1";"en el centro de león";"O O O O O";"en#860 el#1001 centro#95 de#1387 león#9"
"a menos de una cuadra#positive";"1";"1";"1";"a menos de una cuadra";"D N P G G";"a#550 menos#24 de#1387 una#277 cuadra#3"
"para viajes cortos está bien#positive";"1";"1";"1";"Para viajes cortos está bien";"R V G N N";"para#378 viajes#9 cortos#1 está#95 bien#212"
"nadie te ve desde fuera#positive";"1";"1";"1";"nadie te ve desde fuera";"V N G N N";"nadie#4 te#70 ve#4 desde#50 fuera#13"
"permite que se vaya caminando#positive";"1";"1";"1";"permite que se vaya caminando";"P G N N N";"permite#2 que#771 se#195 vaya#3 caminando#7"
"con descuento del 20 %#positive";"1";"1";"1";"con descuento del 20 %";"A P G O N";"con#413 descuento#3 del#362 20#9 %#8"
"con todo tipo de desperfectos#negative";"1";"1";"1";"con todo tipo de desperfectos";"G N N P N";"con#413 todo#193 tipo#20 de#1387 desperfectos#2"
"que te absorba la tranquilidad#positive";"1";"1";"1";"que te absorba la tranquilidad";"N G O O O";"que#771 te#70 absorba#1 la#1114 tranquilidad#12"
"el personal de limpieza compartía#negative";"1";"1";"1";"El personal de limpieza compartía";"R G O O O";"el#1001 personal#135 de#1387 limpieza#41 compartía#1"
"fue mejjor de lo esperado#positive";"1";"1";"1";"fue mejjor de lo esperado";"N O O O O";"fue#62 mejjor#1 de#1387 lo#309 esperado#1"
"recomendable para quien quiera desconectar#positive";"1";"1";"1";"recomendable para quien quiera desconectar";"G G G G N";"recomendable#43 para#378 quien#3 quiera#2 desconectar#2"
"desde mi terraza se veía#positive";"1";"1";"1";"Desde mi terraza se veía";"R O O O O";"desde#50 mi#64 terraza#19 se#195 veía#3"
"da un poco de vuelta#negative";"1";"1";"1";"da un poco de vuelta";"O G N P N";"da#9 un#503 poco#59 de#1387 vuelta#2"
"diseñada por un diseñador famoso#positive";"1";"1";"1";"diseñada por un diseñador famoso";"N N G N N";"diseñada#1 por#252 un#503 diseñador#1 famoso#2"
"totalmente recomendable por su precio#strongpositive";"1";"1";"1";"Totalmente recomendable por su precio";"R G C G N";"totalmente#13 recomendable#43 por#252 su#66 precio#79"
"no se oye absolutamente nada#strongpositive";"1";"1";"1";"no se oye absolutamente nada";"D N A G N";"no#332 se#195 oye#2 absolutamente#3 nada#60"
"situado en una calle principal#positive";"1";"1";"1";"situado en una calle principal";"N P G N N";"situado#65 en#860 una#277 calle#16 principal#3"
"sin llevar maletas de 23kg#negative";"1";"1";"1";"sin llevar maletas de 23Kg";"N N N P R";"sin#87 llevar#3 maletas#6 de#1387 23kg#1"
"no se ponian de acuerdo#negative";"1";"1";"1";"no se ponian de acuerdo";"D N G P G";"no#332 se#195 ponian#1 de#1387 acuerdo#2"
"no llega a las habitaciones#negative";"1";"1";"1";"no llega a las habitaciones";"D N D G N";"no#332 llega#4 a#550 las#355 habitaciones#142"
"a unos 15 a pie#positive";"1";"1";"1";"a unos 15 a pie";"D G O D N";"a#550 unos#39 15#12 a#550 pie#12"
"aparta del bullicio del exterior#positive";"1";"1";"1";"aparta del bullicio del exterior";"N O O O O";"aparta#1 del#362 bullicio#4 del#362 exterior#6"
"cabía cómodamente en la habitación#positive";"1";"1";"1";"cabía cómodamente en la habitación";"N G O O O";"cabía#1 cómodamente#3 en#860 la#1114 habitación#119"
"lo mejor que he visto#positive";"1";"1";"1";"lo mejor que he visto";"G G N Q A";"lo#309 mejor#67 que#771 he#45 visto#6"
"entrada directa a la playa#positive";"1";"1";"1";"entrada directa a la playa";"O O O O O";"entrada#13 directa#1 a#550 la#1114 playa#79"
"muy pero que muy bien#strongpositive";"1";"1";"1";"muy pero que muy bien";"O O O O O";"muy#623 pero#168 que#771 muy#623 bien#212"
"en el corazón de madrid#positive";"1";"1";"1";"en el corazón de Madrid";"O O O O R";"en#860 el#1001 corazón#4 de#1387 madrid#100"
"te sientes como en casa#positive";"1";"1";"1";"te sientes como en casa";"N N V P N";"te#70 sientes#2 como#114 en#860 casa#16"
"adecuado para todos los gustos#positive";"1";"1";"1";"adecuado para todos los gustos";"V N N V N";"adecuado#10 para#378 todos#66 los#274 gustos#6"
"hay muy cercanos al hotel#positive";"1";"1";"1";"hay muy cercanos al hotel";"O O N G N";"hay#101 muy#623 cercanos#6 al#171 hotel#647"
"adecuado para viajar en pareja#positive";"1";"1";"1";"adecuado para viajar en pareja";"G N N P N";"adecuado#10 para#378 viajar#3 en#860 pareja#22"
"conocer cualquier parte de barcelona#positive";"1";"1";"1";"conocer cualquier parte de Barcelona";"N G G P R";"conocer#20 cualquier#13 parte#21 de#1387 barcelona#32"
"perfecto para visitar la zona#strongpositive";"1";"1";"1";"perfecto para visitar la zona";"G N O O O";"perfecto#35 para#378 visitar#30 la#1114 zona#73"
"donde se puede cenar barato#positive";"1";"1";"1";"donde se puede cenar barato";"O O O O N";"donde#38 se#195 puede#31 cenar#4 barato#9"
"como vivir un sueño !!#strongpositive";"1";"1";"1";"como vivir un sueño !!";"N N G N N";"como#114 vivir#2 un#503 sueño#2 !!#9"
"ideal para ir al futbol#strongpositive";"1";"1";"1";"ideal para ir al futbol";"G N Q G N";"ideal#28 para#378 ir#51 al#171 futbol#5"
"peor de lo que ofrecen#negative";"1";"1";"1";"Peor de lo que ofrecen";"R O O O O";"peor#14 de#1387 lo#309 que#771 ofrecen#8"
"unos 10 · 15 minutos#positive";"1";"1";"1";"unos 10 · 15 minutos";"N O G O N";"unos#39 10#22 ·#45 15#12 minutos#38"
"la hacen como tu quieras#positive";"1";"1";"1";"la hacen como tu quieras";"O O O O O";"la#1114 hacen#16 como#114 tu#11 quieras#2"
"cerraba a las 23:00 h#negative";"1";"1";"1";"cerraba a las 23:00 h";"N D G O G";"cerraba#1 a#550 las#355 23:00#1 h#2"
"mejor de lo que esperaba#positive";"1";"1";"1";"mejor de lo que esperaba";"O O O O O";"mejor#67 de#1387 lo#309 que#771 esperaba#5"
"que hay por la zona#positive";"1";"1";"1";"que hay por la zona";"G N O O O";"que#771 hay#101 por#252 la#1114 zona#73"
"no esta mal del todo#positive";"1";"1";"1";"no esta mal del todo";"D N G N N";"no#332 esta#112 mal#42 del#362 todo#193"
"pensado para la diversión familiar#positive";"1";"1";"1";"pensado para la diversión familiar";"N O O O G";"pensado#1 para#378 la#1114 diversión#1 familiar#15"
"sin necesidad de transporte público#positive";"1";"1";"1";"sin necesidad de transporte público";"N G P G N";"sin#87 necesidad#4 de#1387 transporte#11 público#7"
"a media hora del centro#positive";"1";"1";"1";"a medium hora del centro";"D N N O N";"a#550 media#9 hora#17 del#362 centro#95"
"en general no está mal#positive";"1";"1";"1";"en general no está mal";"P G D N N";"en#860 general#34 no#332 está#95 mal#42"
"a uno ciento cincuenta metros#positive";"1";"1";"1";"a uno ciento cincuenta metro";"D G N N N";"a#550 uno#22 ciento#1 cincuenta#1 metros#13"
"a dos paradas de tranvía#positive";"1";"1";"1";"a dos paradas de tranvía";"O O O O O";"a#550 dos#45 paradas#4 de#1387 tranvía#4"
"necesitaba una mano de pintura#negative";"1";"1";"1";"necesitaba una mano de pintura";"O O O O O";"necesitaba#2 una#277 mano#5 de#1387 pintura#3"
"que pocos hoteles lo ofrecen#positive";"1";"1";"1";"que pocos hoteles lo ofrecen";"N N N V A";"que#771 pocos#10 hoteles#41 lo#309 ofrecen#8"
"apenas llega a la habitación#negative";"1";"1";"1";"apenas llega a la habitación";"N V D N N";"apenas#6 llega#4 a#550 la#1114 habitación#119"
"para los niños muy bien#strongpositive";"1";"1";"1";"para los niños muy bien";"N N N G N";"para#378 los#274 niños#25 muy#623 bien#212"
"muy buena con el servicio#strongpositive";"1";"1";"1";"muy buena con el servicio";"O V G N N";"muy#623 buena#115 con#413 el#1001 servicio#85"
"no le faltaba ningun detalle#positive";"1";"1";"1";"no le faltaba ningun detalle";"D O O O N";"no#332 le#12 faltaba#2 ningun#5 detalle#13"
"mas de lo que esperaba#positive";"1";"1";"1";"mama de lo que esperaba";"N P G N N";"mas#57 de#1387 lo#309 que#771 esperaba#5"
"correcto para un cuatro estrellas#positive";"1";"1";"1";"correcto para un cuatro estrellas";"G N G N N";"correcto#19 para#378 un#503 cuatro#11 estrellas#31"
"a una parada de metro#positive";"1";"1";"1";"a una parada de metro";"D G N O O";"a#550 una#277 parada#30 de#1387 metro#55"
"no es muy dificil encontrar#positive";"1";"1";"1";"no es muy dificil encontrar";"D V G N G";"no#332 es#476 muy#623 dificil#1 encontrar#9"
"recomendaría sin lugar a dudas#positive";"1";"1";"1";"recomendaría sin lugar a dudas";"N N N D N";"recomendaría#6 sin#87 lugar#42 a#550 dudas#3"
"sirven una comida muy rica#strongpositive";"1";"1";"1";"sirven una comida muy rica";"V G N G N";"sirven#3 una#277 comida#51 muy#623 rica#2"
"decorado con un gusto exquisito#strongpositive";"1";"1";"1";"decorado con un gusto exquisito";"V A G N N";"decorado#2 con#413 un#503 gusto#16 exquisito#3"
"se sirve durante escaso tiempo#negative";"1";"1";"1";"se sirve durante escaso tiempo";"O O O O O";"se#195 sirve#5 durante#14 escaso#6 tiempo#21"
"en el centro de madrid#positive";"0";"3";"9";"en el centro de Madrid";"R N N P R";"en#860 el#1001 centro#95 de#1387 madrid#100"
"en pleno centro de madrid#strongpositive";"0";"2";"4";"en pleno centro de Madrid";"P G N P R";"en#860 pleno#14 centro#95 de#1387 madrid#100"
"en primera linea de playa#positive";"0";"2";"3";"en primera linea de playa";"P G N P N";"en#860 primera#15 linea#10 de#1387 playa#79"
"no reponen cuando se acaba#negative";"0";"1";"2";"no reponen cuando se acaba";"D N G N N";"no#332 reponen#2 cuando#26 se#195 acaba#2"
"a 5 minutos de todo#positive";"0";"1";"2";"a 5 minutos de todo";"D O N P N";"a#550 5#29 minutos#38 de#1387 todo#193"
"un detalle muy de agradecer#positive";"0";"1";"2";"un detalle muy de agradecer";"G N O V N";"un#503 detalle#13 muy#623 de#1387 agradecer#9"
"está incluido en el precio#positive";"0";"1";"2";"está incluido en el precio";"N O O O O";"está#95 incluido#10 en#860 el#1001 precio#79"
"de malo nada de nada#positive";"0";"1";"2";"de malo nada de nada";"O O O O O";"de#1387 malo#14 nada#60 de#1387 nada#60"
"tambièn tienes que estar mendigando#negative";"0";"1";"2";"tambièn tienes que estar mendigando";"N V G N V";"tambièn#2 tienes#26 que#771 estar#20 mendigando#2"
"ya el día es redondo#strongpositive";"0";"1";"2";"ya el día es redondo";"R N N N V";"ya#69 el#1001 día#37 es#476 redondo#2"
"en pleno corazón de madrid#positive";"0";"1";"3";"en pleno corazón de Madrid";"P G G P R";"en#860 pleno#14 corazón#4 de#1387 madrid#100"
"recomiendo a todo el mundo#strongpositive";"0";"1";"4";"recomiendo a todo el mundo";"V D N N G";"recomiendo#39 a#550 todo#193 el#1001 mundo#11"
"en la mejor zona de#strongpositive";"0";"1";"2";"en la mejor zona de";"P D O O O";"en#860 la#1114 mejor#67 zona#73 de#1387"
"se encuentra entre medias de#positive";"0";"1";"2";"se encuentra entre medias de";"N O O O O";"se#195 encuentra#19 entre#14 medias#2 de#1387"
"nada que estropee la estancia#positive";"0";"1";"2";"nada que estropee la estancia";"O O O O O";"nada#60 que#771 estropee#2 la#1114 estancia#63"
"dos jarras con zumos fresquitos#positive";"0";"1";"2";"dos jarras con zumos fresquitos";"N N A N N";"dos#45 jarras#2 con#413 zumos#5 fresquitos#3"
"a pie en 5 minutos#positive";"0";"1";"2";"a pie en 5 minutos";"D N P O N";"a#550 pie#12 en#860 5#29 minutos#38"
"no se puede pedir más#positive";"0";"1";"2";"no se puede pedir más";"D N A G N";"no#332 se#195 puede#31 pedir#6 más#55"
"no se puede pedir más#strongpositive";"0";"1";"2";"no se puede pedir más";"D N A G N";"no#332 se#195 puede#31 pedir#6 más#55"
"cortado muy , muy fino#strongnegative";"0";"1";"2";"cortado muy , muy fino";"G G O G N";"cortado#2 muy#623 ,#1822 muy#623 fino#2"
"no son lo que uno imagina#negative";"1";"2";"2";"no son lo que uno imagina";"D N G G G N";"no#332 son#117 lo#309 que#771 uno#22 imagina#2"
"no son cosa del otro mundo#negative";"1";"1";"1";"no son cosa del otro mundo";"D N N O O O";"no#332 son#117 cosa#12 del#362 otro#12 mundo#11"
"andando en 20 · 25 minutos#positive";"1";"1";"1";"andando en 20 · 25 minutos";"C P O N O N";"andando#30 en#860 20#9 ·#45 25#5 minutos#38"
"con algo de cocina en vivo.el#positive";"1";"1";"1";"con algo de cocina en vivo.El";"G P O O O R";"con#413 algo#50 de#1387 cocina#7 en#860 vivo.el#1"
"tan sólo una parada de rer#positive";"1";"1";"1";"tan sólo una parada de RER";"G N G N P R";"tan#30 sólo#11 una#277 parada#30 de#1387 rer#1"
"jutito para ser un 4 estrellas#negative";"1";"1";"1";"Jutito para ser un 4 estrellas";"R N N G O N";"jutito#1 para#378 ser#35 un#503 4#24 estrellas#31"
"dan lo mejor de lo mejor#strongpositive";"1";"1";"1";"dan lo mejor de lo mejor";"N N O O O O";"dan#7 lo#309 mejor#67 de#1387 lo#309 mejor#67"
"por el precio hay muchos mejores#negative";"1";"1";"1";"Por el precio hay muchos mejores";"R N N N N N";"por#252 el#1001 precio#79 hay#101 muchos#17 mejores#10"
"si te dan un piso alto#negative";"1";"1";"1";"si te dan un piso alto";"G G N G N A";"si#116 te#70 dan#7 un#503 piso#4 alto#5"
"lo unico que no me gusto#negative";"1";"1";"1";"lo unico que no me gusto";"G N N D Q P";"lo#309 unico#8 que#771 no#332 me#143 gusto#16"
"muy competitivos relación calidad / precio#strongpositive";"1";"1";"1";"muy competitivos relación calidad / precio";"G N V G N N";"muy#623 competitivos#1 relación#18 calidad#74 /#22 precio#79"
"daban un relax que parecia infinito#strongpositive";"1";"1";"1";"daban un relax que parecia infinito";"G G N N N N";"daban#2 un#503 relax#18 que#771 parecia#1 infinito#1"
"a unos 300 m3tros del hotel#negative";"1";"1";"1";"a unos 300 m3tros del hotel";"D G O N G N";"a#550 unos#39 300#1 m3tros#1 del#362 hotel#647"
"para los niños es muy buen#strongpositive";"1";"1";"1";"para los niños es muy buen";"N N N V G N";"para#378 los#274 niños#25 es#476 muy#623 buen#109"
"se puede desayunar al aire libre#positive";"1";"1";"1";"se puede desayunar al aire libre";"O O O G N N";"se#195 puede#31 desayunar#6 al#171 aire#22 libre#8"
"la calificación muy bueno queda chica#strongpositive";"1";"1";"1";"La calificación Muy bueno queda chica";"R G R N N N";"la#1114 calificación#1 muy#623 bueno#49 queda#4 chica#4"
"no es que me gustara mucho#negative";"1";"1";"1";"no es que me gustara mucho";"D N V Q G G";"no#332 es#476 que#771 me#143 gustara#1 mucho#66"
"a un par de minutos andando#positive";"1";"1";"1";"a un par de minutos andando";"D G G O O O";"a#550 un#503 par#8 de#1387 minutos#38 andando#30"
"con variedad y calidad de productos#positive";"1";"1";"1";"con variedad y calidad de productos";"G N A G P N";"con#413 variedad#31 y#1185 calidad#74 de#1387 productos#6"
"acorde con las características que ofrecen#positive";"1";"1";"1";"acorde con las características que ofrecen";"G N N V G N";"acorde#3 con#413 las#355 características#1 que#771 ofrecen#8"
"muy buena respecto a la playa#strongpositive";"1";"1";"1";"muy buena respecto a la playa";"G N P D N N";"muy#623 buena#115 respecto#8 a#550 la#1114 playa#79"
"esta situado en lo mejor de#positive";"1";"1";"1";"esta situado en lo mejor de";"N N P O O O";"esta#112 situado#65 en#860 lo#309 mejor#67 de#1387"
"con vistas a la gran via#positive";"1";"1";"1";"con vistas a la gran via";"G P D D N P";"con#413 vistas#39 a#550 la#1114 gran#85 via#24"
"como el hotel está en remodelación#negative";"1";"1";"1";"como el hotel está en remodelación";"V N N N P G";"como#114 el#1001 hotel#647 está#95 en#860 remodelación#3"
"suficiente para pasar un rato agradable#positive";"1";"1";"1";"suficiente para pasar un rato agradable";"G N N G N G";"suficiente#10 para#378 pasar#30 un#503 rato#5 agradable#34"
"muy por encima de la media#strongpositive";"1";"1";"1";"muy por encima de la media";"G N O O O O";"muy#623 por#252 encima#4 de#1387 la#1114 media#9"
"acorde a la categoria de hotel#positive";"1";"1";"1";"acorde a la categoria de hotel";"O D D O O N";"acorde#3 a#550 la#1114 categoria#3 de#1387 hotel#647"
"no puedo decir nada en contra#positive";"1";"1";"1";"no puedo decir nada en contra";"D N V N P N";"no#332 puedo#10 decir#26 nada#60 en#860 contra#2"
"vino muy bien para ir al#positive";"1";"1";"1";"vino muy bien para ir al";"G G G N Q G";"vino#4 muy#623 bien#212 para#378 ir#51 al#171"
"en menos de 10 miutos andando#positive";"1";"1";"1";"en menos de 10 miutos andando";"O O O O N C";"en#860 menos#24 de#1387 10#22 miutos#1 andando#30"
"a 350 m. de la playa#negative";"1";"1";"1";"a 350 m. de la playa";"D O N P D N";"a#550 350#1 m.#1 de#1387 la#1114 playa#79"
"con más pendiente que el himalaya#negative";"1";"1";"1";"con más pendiente que el himalaya";"N N V G N N";"con#413 más#55 pendiente#1 que#771 el#1001 himalaya#1"
"a unos 5 · 7 minutos#positive";"1";"1";"1";"a unos 5 · 7 minutos";"D G O N O N";"a#550 unos#39 5#29 ·#45 7#7 minutos#38"
"ha sido uno de los mejores#strongpositive";"1";"1";"1";"ha sido uno de los mejores";"N O G P N N";"ha#45 sido#27 uno#22 de#1387 los#274 mejores#10"
"no se escucha nada de ruido#positive";"1";"1";"1";"no se escucha nada de ruido";"D N O O O O";"no#332 se#195 escucha#2 nada#60 de#1387 ruido#16"
"había que andar unos 15 minutos#negative";"1";"1";"1";"había que andar unos 15 minutos";"O G N N O N";"había#24 que#771 andar#4 unos#39 15#12 minutos#38"
"se adecua a lo que ofrecen#positive";"1";"1";"1";"se adecua a lo que ofrecen";"N N D G G N";"se#195 adecua#1 a#550 lo#309 que#771 ofrecen#8"
"a menos de 1 minutos andando#positive";"1";"1";"1";"a menos de 1 minutos andando";"D N P O N C";"a#550 menos#24 de#1387 1#10 minutos#38 andando#30"
"hay que madrugar para coger amacas#negative";"1";"1";"1";"hay que madrugar para coger amacas";"G N N N N N";"hay#101 que#771 madrugar#1 para#378 coger#7 amacas#2"
"la gran desilusión de nuestro viaje#negative";"1";"1";"1";"la gran desilusión de nuestro viaje";"O O O O O O";"la#1114 gran#85 desilusión#1 de#1387 nuestro#11 viaje#19"
"la van a pasar 10 puntos#strongpositive";"1";"1";"1";"La van a pasar 10 puntos";"R V D N O N";"la#1114 van#3 a#550 pasar#30 10#22 puntos#3"
"en el que ha fallado mas#negative";"1";"1";"1";"en el que ha fallado mama";"P N G N V N";"en#860 el#1001 que#771 ha#45 fallado#1 mas#57"
"bastante mas baratos en su web#positive";"1";"1";"1";"bastante mama baratos en su web";"V N N P G N";"bastante#66 mas#57 baratos#2 en#860 su#66 web#3"
"puedes alquilar sin ningún coste adicional.#positive";"1";"1";"1";"puedes alquilar sin ningún coste adicional.";"O O O O O O";"puedes#20 alquilar#1 sin#87 ningún#11 coste#2 adicional.#1"
"llegando a la madrugada no hubo#negative";"1";"1";"1";"Llegando a la madrugada no hubo";"R D D N D N";"llegando#1 a#550 la#1114 madrugada#2 no#332 hubo#3"
"no conozco ninguna con mejores vistas#strongpositive";"1";"1";"1";"no conozco ninguna con mejores vistas";"D N O O O O";"no#332 conozco#1 ninguna#7 con#413 mejores#10 vistas#39"
"perfecto para la estancia en roma#strongpositive";"1";"1";"1";"Perfecto para la estancia en roma";"R O O O O O";"perfecto#35 para#378 la#1114 estancia#63 en#860 roma#10"
"adaptado a la hora de partida#positive";"1";"1";"1";"adaptado a la hora de partida";"V O O O O O";"adaptado#1 a#550 la#1114 hora#17 de#1387 partida#4"
"mala para andar por la noche#negative";"1";"1";"1";"mala para andar por la noche";"O O O O O O";"mala#8 para#378 andar#4 por#252 la#1114 noche#32"
